   1 25
 21
  0 0.1                       D+01
  1 0.1                       D+01
  2 0.2                       D+01
  3 0.6                       D+01
  4 0.24                      D+02
  5 0.120                     D+03
  6 0.720                     D+03
  7 0.5040                    D+04
  8 0.40320                   D+05
  9 0.362880                  D+06
 10 0.3628800                 D+07
 11 0.39916800                D+08
 12 0.479001600               D+09
 13 0.6227020800              D+10
 14 0.87178291200             D+11
 15 0.1307674368000           D+13
 16 0.20922789888000          D+14
 17 0.355687428096000         D+15
 18 0.6402373705728000        D+16
 19 0.121645100408832000      D+18
 20 0.2432902008176640000     D+19
    7 0.859252937999906153913797D+00    8 0.815906297430143104353233D+00
    9 0.767401242931063499832272D+00   10 0.714044435894534679133867D+00
   11 0.656173213432010910734426D+00   12 0.594153454957277988692890D+00
   13 0.528377268660437473896344D+00   14 0.459260512309136048663247D+00
   15 0.387240163971561455853882D+00   16 0.312771559248185922535997D+00
   17 0.236325512461835767336006D+00   18 0.158385339997837799922701D+00
   19 0.794438046087554775819171D-01
   40
    1 0.998237709710559200349623D+00    2 0.990726238699457006453054D+00
    3 0.977259949983774262663370D+00    4 0.957916819213791655804541D+00
    5 0.932812808278676533360852D+00    6 0.902098806968874296728253D+00
    7 0.865959503212259503820782D+00    8 0.824612230833311663196320D+00
    9 0.778305651426519387694972D+00   10 0.727318255189927103280996D+00
   11 0.671956684614179548379354D+00   12 0.612553889667980237952612D+00
   13 0.549467125095128202075931D+00   14 0.483075801686178712908567D+00
   15 0.413779204371605001524880D+00   16 0.341994090825758473007492D+00
   17 0.268152185007253681141184D+00   18 0.192697580701371099715517D+00
   19 0.116084070675255208483451D+00   20 0.387724175060508219332006D-01
   41
    1 0.998321588574771441519189D+00    2 0.991167109699016308250159D+00
    3 0.978338673561083384469171D+00    4 0.959906891730346226099442D+00
    5 0.935976987497853825682318D+00    6 0.906685944758101172958340D+00
    7 0.872201511692441408833671D+00    8 0.832721200401361331244273D+00
    9 0.788471145047409372736222D+00   10 0.739704803069926181060169D+00
   11 0.686701502034951289584604D+00   12 0.629764839072196320488649D+00
   13 0.569220941610215869654747D+00   14 0.505416599199406032708336D+00
   15 0.438717277051407088517120D+00   16 0.369505022640481441428367D+00
   17 0.298176277341824865922983D+00   18 0.225139605633422775605786D+00
   19 0.150813354863992163574378D+00   20 0.756232589891629969237662D-01
   42
    1 0.998399618990062415022868D+00    2 0.991577288340860919792361D+00
    3 0.979342508063748193708983D+00    4 0.961759365338204488746927D+00
    5 0.938923557354988178533173D+00    6 0.910959724904127452583848D+00
    7 0.878020569812172742711985D+00    8 0.840285983261816900925440D+00
    9 0.797962053255487413232706D+00   10 0.751279935689480489568472D+00
   11 0.700494590556171213741570D+00   12 0.645883388869247833957496D+00
   13 0.587744597485109322840711D+00   14 0.526395749931192287592868D+00
   15 0.462171912070421929759075D+00   16 0.395423852042975057677094D+00
   17 0.326516124465411512197157D+00   18 0.255825079342879083966415D+00
   19 0.183736806564854550852756D+00   20 0.110645027208519868349123D+00
   21 0.369489431653517758131000D-01
   43
    1 0.998472332242507713517636D+00    2 0.991959557593244146420718D+00
    3 0.980278220980255331505529D+00    4 0.963486613014079993410195D+00
    5 0.941671956847637861818477D+00    6 0.914947907206138729456103D+00
    7 0.883453765218616863337678D+00    8 0.847353716209315048999086D+00
    9 0.806835964136938635279075D+00   10 0.762111747194955121460328D+00
   11 0.713414235268957054851921D+00   12 0.660997313751498133165135D+00
   13 0.605134259639600935725083D+00   14 0.546116316660084719140405D+00
   15 0.484251176785734724069633D+00   16 0.419861376029269252487279D+00
   17 0.353282612864303806645476D+00   18 0.284861998032913627105723D+00
   19 0.214956244860518209014878D+00   20 0.143929809510713310770300D+00
   21 0.721529908745862354223272D-01
   44
    1 0.998540200636774224936057D+00    2 0.992316392138515808483338D+00
    3 0.981151833077913966662749D+00    4 0.965099650422493139394398D+00
    5 0.944239509118194099203255D+00    6 0.918675259984175774323001D+00
    7 0.888534238286043202338368D+00    8 0.853966595004710378728302D+00
    9 0.815144539645135010487438D+00   10 0.772261479248755899017759D+00
   11 0.725531053660717002606965D+00   12 0.675186070666122365333699D+00
   13 0.621477345903575847802425D+00   14 0.564672453185470768424637D+00
   15 0.505054391388202317982798D+00   16 0.442920174525411483834827D+00
   17 0.378579352014707132511765D+00   18 0.312352466502785812236545D+00
   19 0.244569456928201251507302D+00   20 0.175568014775516785746508D+00
   21 0.105691901708653247117306D+00   22 0.352892369641353590581990D-01
   45
    1 0.998603645181936638156548D+00    2 0.992649998447203741748617D+00
    3 0.981968715034540568239318D+00    4 0.966608310396894604736425D+00
    5 0.946641690995629061784721D+00    6 0.922163936719000388097467D+00
    7 0.893291671753241738464649D+00    8 0.860162475960664225339079D+00
    9 0.822934220502086337035775D+00   10 0.781784312593906291312363D+00
   11 0.736908848945490352623739D+00   12 0.688521680771200525232020D+00
   13 0.636853394453223359271224D+00   14 0.582150212569353186680967D+00
   15 0.524672820462916067091134D+00   16 0.464695123919635098579602D+00
   17 0.402502943858541914077975D+00   18 0.338392654250602161643404D+00
   19 0.272669769752377560608765D+00   20 0.205647489783263745719787D+00
   21 0.137645205983253028756590D+00   22 0.689869801631441724904146D-01
   46
    1 0.998663042133817981128268D+00    2 0.992962348906174364073095D+00
    3 0.982733669804166863477980D+00    4 0.968021391853991942737748D+00
    5 0.948892363446089795622214D+00    6 0.925433798806753950977491D+00
    7 0.897752711533941965701320D+00    8 0.865975394866858062915889D+00
    9 0.830246837066066053032385D+00   10 0.790730057075274255189144D+00
   11 0.747605359615666054000336D+00   12 0.701069512020405697512122D+00
   13 0.651334846201997715106477D+00   14 0.598628289712715153177173D+00
   15 0.543190330261802635270963D+00   16 0.485273918388164662772320D+00
   17 0.425143313282828397322147D+00   18 0.363072877020995710123707D+00
   19 0.299345822701870015483439D+00   20 0.234252922206269768626056D+00
   21 0.168091179467103528606797D+00   22 0.101162475305584239515860D+00
   23 0.337721900160520415195592D-01
   47
    1 0.998718728584212109183948D+00    2 0.993255210987768634692190D+00
    3 0.983451003071623708764901D+00    4 0.969346787326564497145744D+00
    5 0.951003969257708442589803D+00    6 0.928502693012360648197185D+00
    7 0.901941329438525356867171D+00    8 0.871436015796896316940985D+00
    9 0.837120139899902121277599D+00   10 0.799143754167741942915562D+00
   11 0.757672918445438633573997D+00   12 0.712888973409064301661879D+00
   13 0.664987747390332729136703D+00   14 0.614178699956373608595463D+00
   15 0.560684005934664194483058D+00   16 0.504737583863577919774289D+00
   17 0.446584073104855702725182D+00   18 0.386477764084667139583302D+00
   19 0.324681486337735902210761D+00   20 0.261465459214974570306983D+00
   21 0.197106110279111807961491D+00   22 0.131884866554514897053824D+00
   23 0.660869239163556751604738D-01
   48
    1 0.998771007252426118600542D+00    2 0.993530172266350757547929D+00
    3 0.984124583722826857744584D+00    4 0.970591592546247250461412D+00
    5 0.952987703160430860722961D+00    6 0.931386690706554333114174D+00
    7 0.905879136715569672822075D+00    8 0.876572020274247885905694D+00
    9 0.843588261624393530711090D+00   10 0.807066204029442627082553D+00
   11 0.767159032515740339253855D+00   12 0.724034130923814654674482D+00
   13 0.677872379632663905211851D+00   14 0.628867396776513623995165D+00
   15 0.577224726083972703817809D+00   16 0.523160974722233033678226D+00
   17 0.466902904750958404544929D+00   18 0.408686481990716729916225D+00
   19 0.348755886292160738159818D+00   20 0.287362487355455576735886D+00
   21 0.224763790394689061224865D+00   22 0.161222356068891718056437D+00
   23 0.970046992094626989300539D-01   24 0.323801709628693620333230D-01
   49
    1 0.998820150606635379361831D+00    2 0.993788661944167790760114D+00
    3 0.984757895914213004359299D+00    4 0.971762200901555380139972D+00
    5 0.954853658674137233555244D+00    6 0.934100294755810149058982D+00
    7 0.909585655828073285213020D+00    8 0.881408445573008910037032D+00
    9 0.849682119844165701034882D+00   10 0.814534427359855431539501D+00
   11 0.776106894345446635018143D+00   12 0.734554254237402696213674D+00
   13 0.690043824425132113504752D+00   14 0.642754832419237664056857D+00
   15 0.592877694108900712455864D+00   16 0.540613246991726066558225D+00
   17 0.486171941452492042176976D+00   18 0.429772993341576524658584D+00
   19 0.371643501262284888863735D+00   20 0.312017532119748762207861D+00
   21 0.251135178612577273507156D+00   22 0.189241592461813586485310D+00
   23 0.126585997269672051067985D+00   24 0.634206849826867860288435D-01
   50
    1 0.998866404420071050185459D+00    2 0.994031969432090712585108D+00
    3 0.985354084048005882309010D+00    4 0.972864385106692073713344D+00
    5 0.956610955242807942997746D+00    6 0.936656618944877933780875D+00
    7 0.913078556655791893089736D+00    8 0.885967979523613048637541D+00
    9 0.855429769429946084611363D+00   10 0.821582070859335948356254D+00
   11 0.784555832900399263905305D+00   12 0.744494302226068538260536D+00
   13 0.701552468706822251089546D+00   14 0.655896465685439360781625D+00
   15 0.607702927184950239180382D+00   16 0.557158304514650054315523D+00
   17 0.504458144907464201651459D+00   18 0.449806334974038789147131D+00
   19 0.393414311897565127394229D+00   20 0.335500245419437356836988D+00
   21 0.276288193779531990327645D+00   22 0.216007236876041756847285D+00
   23 0.154890589998145902071629D+00   24 0.931747015600861408544504D-01
   25 0.310983383271888761123295D-01
   51
    1 0.998909990848903495168996D+00    2 0.994261260436752574621085D+00
    3 0.985915991735902996583886D+00    4 0.973903368019323867231756D+00
    5 0.958267848613908194557707D+00    6 0.939067544002962383435368D+00
    7 0.916373862309780230823571D+00    8 0.890271218029527303277795D+00
    9 0.860856711182292371473496D+00   10 0.828239763823064832854818D+00
   11 0.792541712099381205234411D+00   12 0.753895354485375525763960D+00
   13 0.712444457577036644580525D+00   14 0.668343221175370086864460D+00
   15 0.621755704600723273755043D+00   16 0.572855216351303836522395D+00
   17 0.521823669366185842514088D+00   18 0.468850904286041063610457D+00
   19 0.414133983226303877936872D+00   20 0.357876456688409509775201D+00
   21 0.300287606335331939530246D+00   22 0.241581666447798703846733D+00
   23 0.181977026957077545323999D+00   24 0.121695421018888766963820D+00
   25 0.609611001505787247342002D-01
